count,city,number_of_veterans,male_population,foreign_born,average_household_size,median_age,state,race,total_population,state_code,female_population
43646,Brockton,3036,46273,27313,2.88,35.2,Massachusetts,Black or African-American,95314,MA,49041
1103,Ames,2265,33814,8606,2.16,23.0,Iowa,Black or African-American,65052,IA,31238
30613,Trenton,2604,42581,20428,3.04,33.3,New Jersey,Hispanic or Latino,84231,NJ,41650
9041,Davis,2176,33493,13997,2.69,26.3,California,Hispanic or Latino,67656,CA,34163
3501,Sunrise,4108,41471,38209,2.98,37.7,Florida,Asian,92706,FL,51235
7647,Odessa,5509,61119,15845,2.92,31.2,Texas,Black or African-American,118980,TX,57861
16131,Olathe,6042,65046,11913,2.969999999999999,33.0,Kansas,Hispanic or Latino,134316,KS,69270
204,Pharr,1376,35242,25532,3.67,26.9,Texas,Black or African-American,76535,TX,41293
110508,Urban Honolulu,23213,176807,101312,2.69,41.4,Hawaii,White,352766,HI,175959
43516,Dothan,6334,32172,1699,2.59,38.9,Alabama,White,67536,AL,35364
105636,Rochester,7288,100135,17735,2.36,31.4,New York,White,209808,NY,109673
12761,Davenport,7090,50123,4065,2.39,35.2,Iowa,Black or African-American,102577,IA,52454
9685,Round Rock,6804,56646,18237,3.13,34.9,Texas,Asian,115839,TX,59193
83711,Glendale,13241,116795,44133,2.89,34.4,Arizona,Hispanic or Latino,240114,AZ,123319
4031,San Juan,,155408,,,41.4,Puerto Rico,American Indian and Alaska Native,342237,PR,186829
19697,Madison,9707,122596,30090,2.23,30.7,Wisconsin,Hispanic or Latino,248956,WI,126360
3645,Everett,7880,56212,19499,2.36,37.0,Washington,American Indian and Alaska Native,108012,WA,51800
11815,Milpitas,1608,40098,39436,3.32,36.8,California,Hispanic or Latino,77617,CA,37519
9368,Albany,3643,47627,11948,2.08,32.8,New York,Hispanic or Latino,98452,NY,50825
9873,New Britain,2219,37350,15080,2.52,33.4,Connecticut,Black or African-American,72809,CT,35459
664,McAllen,4356,68332,37691,3.19,32.3,Texas,American Indian and Alaska Native,140253,TX,71921
10007,Missouri City,4274,34932,18556,3.03,37.2,Texas,Hispanic or Latino,71778,TX,36846
1181,High Point,5204,51751,16315,2.65,35.5,North Carolina,American Indian and Alaska Native,109828,NC,58077
6623,Kissimmee,2449,33283,16879,3.01,36.7,Florida,Black or African-American,69152,FL,35869
33031,Youngs,3620,30758,1058,2.22,37.5,Ohio,White,64609,OH,33851
1540,Hammond,4144,38923,9224,2.61,36.0,Indiana,Asian,77610,IN,38687
7528,Elgin,4024,54852,30167,2.969999999999999,35.7,Illinois,Black or African-American,111076,IL,56224
204913,Boise,16004,110099,13409,2.61,34.9,Idaho,White,218280,ID,108181
3338,Passaic,693,36505,24174,3.56,30.4,New Jersey,Asian,71082,NJ,34577
63175,Lawrence,1190,37464,29170,3.17,30.8,Massachusetts,Hispanic or Latino,80240,MA,42776
3165,East Orange,1870,29995,15164,2.85,35.5,New Jersey,White,64962,NJ,34967
1386389,Houston,71898,1149686,696210,2.66,32.6,Texas,White,2298628,TX,1148942
27984,Alameda,4504,37747,18841,2.52,41.4,California,Asian,78614,CA,40867
92278,Round Rock,6804,56646,18237,3.13,34.9,Texas,White,115839,TX,59193
7545,Columbia,5708,67686,6074,2.32,28.0,South Carolina,Hispanic or Latino,133393,SC,65707
2742,Arlington Heights,3027,37627,14630,2.38,45.9,Illinois,Hispanic or Latino,76996,IL,39369
794,Waco,10716,63452,14235,2.5700000000000003,29.3,Texas,American Indian and Alaska Native,132342,TX,68890
117362,Oklahoma City,41843,309227,80165,2.58,34.1,Oklahoma,Hispanic or Latino,631263,OK,322036
4722,Scranton,5059,37975,8069,2.39,38.5,Pennsylvania,Asian,77112,PA,39137
168057,Des Moines,11780,103726,23857,2.41,34.5,Iowa,White,210317,IA,106591
91312,South Gate,724,47758,40571,3.969999999999999,32.5,California,Hispanic or Latino,96399,CA,48641
5139,Appleton,4219,37217,4454,2.49,35.6,Wisconsin,Hispanic or Latino,75255,WI,38038
9425,Rochester,6888,54934,17763,2.55,35.0,Minnesota,Black or African-American,112216,MN,57282
38970,San Ramon,2855,39221,29691,3.09,39.1,California,Asian,76132,CA,36911
465,Bend,6199,42294,3032,2.39,37.3,Oregon,Black or African-American,87017,OR,44723
253,Longview,5512,40065,8782,2.55,36.8,Texas,American Indian and Alaska Native,81590,TX,41525
6089,Ellicott City,3856,34406,17587,2.73,42.4,Maryland,Black or African-American,70932,MD,36526
3222,West Valley City,4880,68235,30712,3.81,30.7,Utah,Black or African-American,136224,UT,67989
1785,Portsmouth,10261,45900,1815,2.54,33.6,Virginia,Asian,96201,VA,50301
5229,Mobile,11939,91275,7234,2.4,38.0,Alabama,Hispanic or Latino,194305,AL,103030
56216,Woodbury,2732,31982,9477,2.719999999999999,37.7,Minnesota,White,67850,MN,35868
7039,Columbus,21747,98785,10376,2.62,33.7,Georgia,Asian,200579,GA,101794
108088,Durham,12528,121153,38642,2.4,33.2,North Carolina,Black or African-American,257598,NC,136445
14868,League City,6484,49354,8361,2.719999999999999,35.9,Texas,Hispanic or Latino,98350,TX,48996
75823,Killeen,24281,69442,15769,2.719999999999999,29.2,Texas,White,140809,TX,71367
2922,Arvada,8930,54870,4921,2.49,41.0,Colorado,Asian,115035,CO,60165
4759,Hoover,4819,38040,8229,2.58,38.5,Alabama,Asian,84839,AL,46799
998,Folsom,4187,41051,13234,2.62,40.9,California,American Indian and Alaska Native,76368,CA,35317
179121,Saint Petersburg,20247,123524,28567,2.42,41.8,Florida,White,257088,FL,133564
6149,Flower Mound,4217,35200,6860,3.01,40.2,Texas,Hispanic or Latino,71024,TX,35824
72643,Tulsa,24672,197437,43751,2.37,35.0,Oklahoma,Black or African-American,403091,OK,205654
29883,Waco,10716,63452,14235,2.5700000000000003,29.3,Texas,Black or African-American,132342,TX,68890
1671,Vallejo,8103,58379,30592,2.83,37.8,California,American Indian and Alaska Native,121269,CA,62890
97195,Clearwater,10631,55225,17686,2.4,47.0,Florida,White,112979,FL,57754
5978,Cranston,4702,38365,10631,2.56,39.9,Rhode Island,Asian,81077,RI,42712
55241,Redlands,3445,33993,8681,2.8200000000000003,36.2,California,White,71028,CA,37035
908,Beaumont,7584,57326,10516,2.47,31.6,Texas,American Indian and Alaska Native,118110,TX,60784
63666,Alafaya,4176,39504,15842,2.94,33.5,Florida,White,85264,FL,45760
2828,Avondale,4815,38712,8355,3.18,29.1,Arizona,Asian,80683,AZ,41971
202539,Glendale,13241,116795,44133,2.89,34.4,Arizona,White,240114,AZ,123319
113731,Charlotte,36046,396646,128897,2.52,34.3,North Carolina,Hispanic or Latino,827121,NC,430475
68830,Fayetteville,4744,41959,6313,2.2800000000000002,27.1,Arkansas,White,82832,AR,40873
3271,Fort Collins,8425,80893,9704,2.45,29.6,Colorado,American Indian and Alaska Native,161181,CO,80288
2494,Boca Raton,4367,44760,21117,2.22,47.3,Florida,Asian,93226,FL,48466
76116,Richardson,4797,54676,29579,2.83,35.5,Texas,White,110827,TX,56151
2719,Livonia,5397,45369,7175,2.52,47.4,Michigan,Asian,94633,MI,49264
95154,Tampa,20636,175517,58795,2.47,35.3,Florida,Hispanic or Latino,369028,FL,193511
1488,Eau Claire,3261,32327,2833,2.4,32.0,Wisconsin,Hispanic or Latino,67433,WI,35106
115903,Aurora,4988,101964,50980,3.3,31.7,Illinois,White,203715,IL,101751
22551,Ellicott City,3856,34406,17587,2.73,42.4,Maryland,Asian,70932,MD,36526
15452,Beaverton,4645,47325,18933,2.46,35.6,Oregon,Hispanic or Latino,96577,OR,49252
324924,Virginia Beach,54995,222684,38360,2.61,35.4,Virginia,White,452745,VA,230061
33197,Stamford,2269,64941,44003,2.7,35.4,Connecticut,Hispanic or Latino,128877,CT,63936
7650,Hemet,5613,38622,13330,2.969999999999999,36.8,California,Black or African-American,83873,CA,45251
3017,Jackson,8146,79039,1789,2.65,31.7,Mississippi,Hispanic or Latino,170811,MS,91772
53680,Passaic,693,36505,24174,3.56,30.4,New Jersey,Hispanic or Latino,71082,NJ,34577
52223,Bellevue,5382,70763,54654,2.43,37.4,Washington,Asian,139814,WA,69051
23576,Gresham,6326,53866,17860,2.67,36.7,Oregon,Hispanic or Latino,110582,OR,56716
3985,Folsom,4187,41051,13234,2.62,40.9,California,Black or African-American,76368,CA,35317
34916,Hollywood,6056,75358,55158,2.65,41.4,Florida,Black or African-American,149721,FL,74363
58989,Wyoming,3447,35967,8612,2.65,32.8,Michigan,White,75277,MI,39310
10981,Palmdale,6388,76361,41974,3.54,32.6,California,Asian,158350,CA,81989
68293,Saint Joseph,5846,37688,3755,2.58,35.7,Missouri,White,76096,MO,38408
49241,Thornton,7261,65482,17949,2.969999999999999,33.1,Colorado,Hispanic or Latino,133459,CO,67977
713,Dearborn,3163,46482,23920,3.04,33.5,Michigan,American Indian and Alaska Native,95180,MI,48698
160697,Riverside,12373,160613,69584,3.34,31.4,California,Hispanic or Latino,322423,CA,161810
23614,Toledo,15286,135455,9257,2.29,36.1,Ohio,Hispanic or Latino,279778,OH,144323
109722,Richmond,12538,104793,15741,2.29,33.6,Virginia,Black or African-American,220289,VA,115496
11146,Colorado Springs,49291,225544,35320,2.48,34.8,Colorado,American Indian and Alaska Native,456562,CO,231018
129192,Akron,12878,96886,10024,2.24,38.1,Ohio,White,197553,OH,100667
36639,Gaithersburg,2126,32211,28133,2.73,35.7,Maryland,White,67445,MD,35234
5305,Victorville,7484,60989,21959,3.47,30.6,California,American Indian and Alaska Native,122236,CA,61247
4413,Roseville,8386,62591,18161,2.719999999999999,38.4,California,Black or African-American,130282,CA,67691
13065,Frederick,3870,33146,14211,2.48,36.1,Maryland,Hispanic or Latino,69482,MD,36336
23008,South San Francisco,1839,34177,27528,3.33,39.4,California,Asian,67271,CA,33094
49181,Frederick,3870,33146,14211,2.48,36.1,Maryland,White,69482,MD,36336
18023,Vacaville,9064,50091,10577,2.9,35.8,California,Black or African-American,96794,CA,46703
4790,Chino,4186,50989,18666,3.62,36.5,California,American Indian and Alaska Native,85599,CA,34610
201593,Anaheim,9796,179603,137133,3.45,33.6,California,Hispanic or Latino,350738,CA,171135
246442,Laredo,4921,124305,68427,3.66,28.8,Texas,White,255789,TX,131484
2525,Flint,3757,48984,2138,2.38,35.3,Michigan,Hispanic or Latino,98297,MI,49313
7534,El Cajon,7103,54450,31865,3.14,32.7,California,Black or African-American,103688,CA,49238
904,Lorain,4905,30844,1531,2.52,35.6,Ohio,American Indian and Alaska Native,63651,OH,32807
24289,Johns Creek,1983,40282,29000,3.19,39.0,Georgia,Asian,83339,GA,43057
1193,Cicero,629,43153,33801,3.89,28.5,Illinois,Asian,83867,IL,40714
73022,Rio Rancho,8527,47251,5200,2.86,38.3,New Mexico,White,94155,NM,46904
24268,Atlanta,18572,223960,32016,2.15,33.8,Georgia,Asian,463875,GA,239915
26972,Waterbury,3493,52235,19967,2.71,36.2,Connecticut,Black or African-American,108807,CT,56572
92575,Concord,6287,62310,37428,2.719999999999999,39.6,California,White,128668,CA,66358
3260,Marysville,5714,33436,7721,2.79,33.2,Washington,American Indian and Alaska Native,66773,WA,33337
2327,South San Francisco,1839,34177,27528,3.33,39.4,California,Black or African-American,67271,CA,33094
52972,Portsmouth,10261,45900,1815,2.54,33.6,Virginia,Black or African-American,96201,VA,50301
5195,Norwalk,3027,53125,39396,3.88,35.0,California,Black or African-American,107145,CA,54020
687,Alhambra,1673,42184,44441,2.89,41.0,California,American Indian and Alaska Native,85572,CA,43388
28801,Carson,4273,43790,33860,3.7,40.4,California,White,93296,CA,49506
88395,Everett,7880,56212,19499,2.36,37.0,Washington,White,108012,WA,51800
1514,Citrus Heights,6171,41982,9466,2.49,37.8,California,American Indian and Alaska Native,87053,CA,45071
17939,Decatur,5291,34646,1224,2.23,40.4,Illinois,Black or African-American,72856,IL,38210
30766,North Little Rock,4130,31671,2787,2.62,33.6,Arkansas,Black or African-American,66506,AR,34835
1024,Atascocita,4416,37424,8657,3.03,32.8,Texas,American Indian and Alaska Native,78240,TX,40816
7859,Erie,7093,48618,6275,2.31,35.3,Pennsylvania,Hispanic or Latino,99470,PA,50852
46072,Fresno,18410,256130,103453,3.12,30.0,California,Black or African-American,520072,CA,263942
80064,Jacksonville,75432,419203,85650,2.62,35.7,Florida,Hispanic or Latino,868031,FL,448828
58004,High Point,5204,51751,16315,2.65,35.5,North Carolina,White,109828,NC,58077
26460,Pearland,5621,52336,16882,3.0,33.9,Texas,Hispanic or Latino,111665,TX,59329
1589,Brownsville,4211,87689,53301,3.48,30.6,Texas,Asian,183888,TX,96199
29350,Denton,6352,62478,18451,2.66,28.7,Texas,Hispanic or Latino,131047,TX,68569
1636,Waterloo,4800,34488,5082,2.42,37.2,Iowa,Asian,68457,IA,33969
136214,San Bernardino,7741,108671,55135,3.55,28.5,California,Hispanic or Latino,216137,CA,107466
4496,Mesquite,6438,69240,26755,2.96,34.6,Texas,Asian,145124,TX,75884
10904,Sioux Falls,8658,86596,12934,2.38,34.6,South Dakota,Black or African-American,171530,SD,84934
104016,Charleston,9368,63956,5767,2.4,35.0,South Carolina,White,135524,SC,71568
2758,Redwood City,2430,42676,27652,2.64,37.1,California,Black or African-American,85300,CA,42624
25091,Paradise,14112,122784,66712,2.65,37.2,Nevada,Black or African-American,236946,NV,114162
5717,Upland,2898,36226,16552,2.77,39.7,California,Black or African-American,76447,CA,40221
1083,Paterson,1694,70640,49810,3.37,34.0,New Jersey,American Indian and Alaska Native,147757,NJ,77117
38883,Pasco,2052,35298,16265,3.45,28.6,Washington,Hispanic or Latino,68097,WA,32799
23594,Lubbock,10588,122320,14226,2.61,29.2,Texas,Black or African-American,249051,TX,126731
118228,Oakland,12159,203827,113896,2.56,35.7,California,Black or African-American,419278,CA,215451
1059,Schenectady,3388,32398,10961,2.8200000000000003,36.7,New York,American Indian and Alaska Native,65299,NY,32901
1917,Worcester,9408,90951,36907,2.43,34.9,Massachusetts,American Indian and Alaska Native,184806,MA,93855
5654,Cedar Park,3090,31248,5207,3.05,34.4,Texas,Asian,64837,TX,33589
12910,Pembroke Pines,6849,77050,62210,2.94,40.3,Florida,Asian,166624,FL,89574
48046,West Covina,3800,51629,37038,3.56,39.8,California,White,108489,CA,56860
6187,Edmond,5006,45191,5585,2.68,32.5,Oklahoma,Hispanic or Latino,90090,OK,44899
58343,Columbia,6526,52202,23249,2.68,37.9,Maryland,White,103467,MD,51265
51786,Raleigh,16747,219184,65125,2.42,32.8,North Carolina,Hispanic or Latino,451949,NC,232765
298,Compton,897,49264,30660,4.08,30.1,California,American Indian and Alaska Native,98448,CA,49184
8800,Evanston,2058,34146,15003,2.29,36.8,Illinois,Asian,75523,IL,41377
65392,Amarillo,11008,99391,21124,2.64,33.8,Texas,Hispanic or Latino,199651,TX,100260
150414,Chesapeake,29772,114964,13966,2.73,36.7,Virginia,White,235429,VA,120465
15245,Glendale,13241,116795,44133,2.89,34.4,Arizona,Asian,240114,AZ,123319
21044,Corona,7709,79749,42131,2.969999999999999,37.1,California,Asian,164242,CA,84493
94366,Broken Arrow,6797,52136,6845,2.77,36.8,Oklahoma,White,107595,OK,55459
109751,Fort Lauderdale,8897,93948,47582,2.38,42.8,Florida,White,178587,FL,84639
102075,Fayetteville,28089,101051,12863,2.5,30.7,North Carolina,White,201965,NC,100914
49939,Hartford,3130,58042,28467,2.59,31.0,Connecticut,Black or African-American,124014,CT,65972
79931,Athens-Clarke County unified government,3953,57415,12868,2.44,26.5,Georgia,White,122563,GA,65148
1212,Warwick,5799,39289,5318,2.4,42.6,Rhode Island,Black or African-American,81698,RI,42409
446795,Charlotte,36046,396646,128897,2.52,34.3,North Carolina,White,827121,NC,430475
3356,Jersey City,4374,131765,109186,2.5700000000000003,34.3,New Jersey,American Indian and Alaska Native,264277,NJ,132512
3228,Westminster,6512,54866,11361,2.63,37.8,Colorado,Black or African-American,113117,CO,58251
64948,Long Beach,17463,238159,127764,2.7800000000000002,34.6,California,Black or African-American,474172,CA,236013
27225,Coral Springs,4724,63316,38552,3.17,37.2,Florida,Black or African-American,129502,FL,66186
5254,Lansing,5327,54333,8371,2.39,31.4,Michigan,American Indian and Alaska Native,114110,MI,59777
2473,Spokane Valley,7984,49933,4199,2.39,36.0,Washington,American Indian and Alaska Native,94908,WA,44975
235,Mayagüez,,30799,,,38.1,Puerto Rico,Asian,66581,PR,35782
111650,San Diego,92489,693826,373842,2.73,34.5,California,Black or African-American,1394907,CA,701081
954,Kalamazoo,3048,37175,3482,2.36,26.4,Michigan,American Indian and Alaska Native,76040,MI,38865
3447,O'Fallon,5783,41762,3269,2.77,36.0,Missouri,Asian,85032,MO,43270
16163,Chandler,15870,128885,38721,2.7800000000000002,35.6,Arizona,Black or African-American,260833,AZ,131948
2209,Pine Hills,2594,35344,20735,3.3,29.2,Florida,Asian,76081,FL,40737
42129,Tulsa,24672,197437,43751,2.37,35.0,Oklahoma,American Indian and Alaska Native,403091,OK,205654
7601,Hawthorne,2123,43682,32107,2.969999999999999,33.7,California,Asian,88444,CA,44762
45914,Portland,29940,313516,86041,2.43,36.7,Oregon,Black or African-American,632187,OR,318671
15814,Tampa,20636,175517,58795,2.47,35.3,Florida,Asian,369028,FL,193511
43563,New Haven,2567,63765,25871,2.48,29.9,Connecticut,Hispanic or Latino,130310,CT,66545
2087,Chesapeake,29772,114964,13966,2.73,36.7,Virginia,American Indian and Alaska Native,235429,VA,120465
35911,Arlington,12719,113981,55205,2.19,34.4,Virginia,Hispanic or Latino,229164,VA,115183
29483,Sunrise Manor,10663,93505,56530,3.25,32.5,Nevada,Black or African-American,192608,NV,99103
1682,Longmont,4925,43941,10424,2.63,36.8,Colorado,American Indian and Alaska Native,92221,CO,48280
4897,Macon,10735,71833,4846,2.46,36.0,Georgia,Hispanic or Latino,153459,GA,81626
7355,Arden-Arcade,6511,47596,13458,2.18,41.5,California,Asian,96276,CA,48680
811,Redlands,3445,33993,8681,2.8200000000000003,36.2,California,American Indian and Alaska Native,71028,CA,37035
36825,Anchorage,27492,152945,33258,2.77,32.2,Alaska,Asian,298695,AK,145750
2292,Missoula,4733,35002,2771,2.15,34.7,Montana,Asian,71024,MT,36022
2816,Mobile,11939,91275,7234,2.4,38.0,Alabama,American Indian and Alaska Native,194305,AL,103030
3369,Elizabeth,1131,65896,63413,3.18,34.2,New Jersey,Asian,129012,NJ,63116
244,Newton,1814,41985,21692,2.71,42.3,Massachusetts,American Indian and Alaska Native,88809,MA,46824
7428,Baton Rouge,10633,111492,12268,2.52,31.2,Louisiana,Hispanic or Latino,228596,LA,117104
7633,Cincinnati,13699,143654,16896,2.08,32.7,Ohio,Asian,298537,OH,154883
17614,Longview,5512,40065,8782,2.55,36.8,Texas,Hispanic or Latino,81590,TX,41525
13496,Santa Rosa,9101,86840,33015,2.7,37.9,California,Asian,174989,CA,88149
64106,Fairfield,8607,55550,24503,3.14,34.7,California,White,112972,CA,57422
7041,Centennial,7226,53222,9501,2.66,42.4,Colorado,Asian,109726,CO,56504
1606,Fremont,4629,114383,109427,3.12,38.3,California,American Indian and Alaska Native,232191,CA,117808
63789,New Braunfels,5204,33071,5405,2.85,37.0,Texas,White,69923,TX,36852
86909,Elk Grove,7762,80057,38693,3.34,36.1,California,White,166890,CA,86833
18760,Norfolk,29445,128917,16702,2.51,30.2,Virginia,Hispanic or Latino,246393,VA,117476
23225,Pompano Beach,5145,56569,32733,2.55,42.5,Florida,Hispanic or Latino,107771,FL,51202
53811,Redondo Beach,3014,34855,13536,2.34,43.0,California,White,68185,CA,33330
323,Jackson,8146,79039,1789,2.65,31.7,Mississippi,American Indian and Alaska Native,170811,MS,91772
20483,Saint Petersburg,20247,123524,28567,2.42,41.8,Florida,Hispanic or Latino,257088,FL,133564
